1000,64.72216796875,
1100,66.118896484375,
1200,75.592041015625,
1300,99.5390625,
1400,113.6259765625,
1500,124.347900390625,
1600,144.112060546875,
1700,156.47607421875,
1800,201.64501953125,
1900,206.324951171875,
2000,228.778076171875,
2100,248.822021484375,
2200,274.801025390625,
2300,274.84814453125,
2400,303.5869140625,
2500,322.0859375,
2600,351.120849609375,
2700,382.427978515625,
2800,404.89111328125,
2900,429.832763671875,
3000,457.310791015625,
3100,487.5791015625,
3200,521.43310546875,
3300,557.174072265625,
3400,581.0029296875,
3500,610.31982421875,
3600,643.115966796875,
3700,681.414794921875,
3800,724.567138671875,
3900,760.046875,
4000,777.195068359375,
4100,850.157958984375,
4200,866.009033203125,
4300,1006.23388671875,
4400,938.325927734375,
4500,983.580810546875,
4600,1026.10986328125,
4700,1069.458984375,
4800,1113.60888671875,
4900,1154.635986328125,
5000,1204.0419921875,
