1000,93.862060546875,
1100,123.12109375,
1200,155.026123046875,
1300,173.876953125,
1400,192.887939453125,
1500,228.8388671875,
1600,245.176025390625,
1700,284.35009765625,
1800,301.317138671875,
1900,344.577880859375,
2000,381.89990234375,
2100,420.734130859375,
2200,476.751953125,
2300,503.18017578125,
2400,548.35009765625,
2500,593.307861328125,
2600,661.320068359375,
2700,717.5,
2800,780.677001953125,
2900,824.487060546875,
3000,780.577880859375,
3100,845.135009765625,
3200,904.52001953125,
3300,959.656982421875,
3400,1017.9560546875,
3500,1083.578125,
3600,1121.651123046875,
3700,1196.901123046875,
3800,1282.97998046875,
3900,1337.097900390625,
4000,1417.12109375,
4100,1441.48388671875,
4200,1511.10595703125,
4300,1585.426025390625,
4400,1669.512939453125,
4500,1703.658935546875,
4600,1804.90380859375,
4700,1886.884033203125,
4800,1985.881103515625,
4900,2070.968994140625,
5000,2137.345947265625,
